MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1913948,Cpsf6,cleavage and polyadenylation specific factor 6,10,,mRNA processing,,,ISO,Q16630 ,J:164563 
MGI:1917826,Cpsf7,cleavage and polyadenylation specific factor 7,19,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,"mRNA splicing, via spliceosome",,,ISO,AF318303 ,J:77759 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,RNA processing,,,IEA,IPR003107 ,J:72247 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,spliceosomal complex assembly,,,IBA,PTN000133724 ,J:161428 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,spliceosomal complex assembly,,,ISO,Q9BZJ0 ,J:164563 
MGI:2146027,Csdc2,"cold shock domain containing C2, RNA binding",15,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914587,Cstf1,"cleavage stimulation factor, 3' pre-RNA, subunit 1",2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1343054,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2",X,,mRNA 3'-end processing,,,IEA,IPR026896 IPR033105 ,J:72247 
MGI:1343054,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2",X,,mRNA polyadenylation,,,IEA,IPR033105 ,J:72247 
MGI:1343054,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2",X,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1343054,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2",X,,pre-mRNA cleavage required for polyadenylation,,,IBA,PTN000566843 ,J:161428 
MGI:1932622,Cstf2t,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau",19,,mRNA 3'-end processing,,,IEA,IPR026896 ,J:72247 
MGI:1932622,Cstf2t,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau",19,,mRNA polyadenylation,,,TAS,,J:67992 
MGI:1932622,Cstf2t,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau",19,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1932622,Cstf2t,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau",19,,pre-mRNA cleavage required for polyadenylation,,,IBA,PTN000566843 ,J:161428 
MGI:1351825,Cstf3,"cleavage stimulation factor, 3' pre-RNA, subunit 3",2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1351825,Cstf3,"cleavage stimulation factor, 3' pre-RNA, subunit 3",2,,mRNA processing,,,IEA,IPR008847 ,J:72247 
MGI:1351825,Cstf3,"cleavage stimulation factor, 3' pre-RNA, subunit 3",2,,RNA 3'-end processing,,,IBA,PTN000463331 ,J:161428 
MGI:1351825,Cstf3,"cleavage stimulation factor, 3' pre-RNA, subunit 3",2,,RNA processing,,,IEA,IPR003107 ,J:72247 
MGI:109345,Ctr9,"CTR9 homolog, Paf1/RNA polymerase II complex component",7,,negative regulation of mRNA polyadenylation,,,ISO,Q6PD62 ,J:164563 
MGI:2385277,Ctu1,cytosolic thiouridylase subunit 1,7,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:2385277,Ctu1,cytosolic thiouridylase subunit 1,7,,tRNA thio-modification,,,IEA,IPR000541 ,J:72247 
MGI:2385277,Ctu1,cytosolic thiouridylase subunit 1,7,,tRNA wobble uridine modification,,,IEA,IPR000541 ,J:72247 
MGI:1914215,Ctu2,cytosolic thiouridylase subunit 2,8,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1914215,Ctu2,cytosolic thiouridylase subunit 2,8,,tRNA thio-modification,,,IEA,IPR019407 ,J:72247 
MGI:1914215,Ctu2,cytosolic thiouridylase subunit 2,8,,tRNA wobble position uridine thiolation,,,IBA,PTN000466898 ,J:161428 
MGI:1914215,Ctu2,cytosolic thiouridylase subunit 2,8,,tRNA wobble uridine modification,,,IEA,IPR019407 ,J:72247 
MGI:1913320,Cwc15,CWC15 spliceosome-associated protein,9,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1913320,Cwc15,CWC15 spliceosome-associated protein,9,,"mRNA splicing, via spliceosome",,,IEA,IPR006973 ,J:72247 
MGI:1913320,Cwc15,CWC15 spliceosome-associated protein,9,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2136773,Cwc22,CWC22 spliceosome-associated protein,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2136773,Cwc22,CWC22 spliceosome-associated protein,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:2136773,Cwc22,CWC22 spliceosome-associated protein,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1917498,Dazap1,DAZ associated protein 1,10,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:1931520,Dbr1,debranching RNA lariats 1,9,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1931520,Dbr1,debranching RNA lariats 1,9,,mRNA processing,,,IEA,IPR007708 ,J:72247 
MGI:1931520,Dbr1,debranching RNA lariats 1,9,,"mRNA splicing, via spliceosome",,,IDA,,J:64827 
MGI:1931520,Dbr1,debranching RNA lariats 1,9,,"RNA splicing, via transesterification reactions",,,ISO,Q9UK59 ,J:164563 
MGI:1921078,Dcaf4,DDB1 and CUL4 associated factor 4,12,,RNA splicing,,,IBA,PTN001108918 ,J:161428 
MGI:2684929,Dcaf13,DDB1 and CUL4 associated factor 13,15,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000523215 ,J:161428 
MGI:2684929,Dcaf13,DDB1 and CUL4 associated factor 13,15,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1916555,Dcps,"decapping enzyme, scavenger",9,,"mRNA cis splicing, via spliceosome",,,ISO,Q96C86 ,J:164563 
MGI:1916555,Dcps,"decapping enzyme, scavenger",9,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1916555,Dcps,"decapping enzyme, scavenger",9,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2144727,Ddx1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1,12,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2144727,Ddx1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1,12,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:2144727,Ddx1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1,12,,"tRNA splicing, via endonucleolytic cleavage and ligation",,,ISO,Q92499 ,J:164563 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,"alternative mRNA splicing, via spliceosome",,,IMP,,J:240379 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,"alternative mRNA splicing, via spliceosome",,,ISO,P17844 ,J:164563 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,positive regulation of production of miRNAs involved in gene silencing by miRNA,,,ISO,P17844 ,J:164563 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,"regulation of alternative mRNA splicing, via spliceosome",,,IDA,,J:238450 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,P17844 ,J:164563 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,"alternative mRNA splicing, via spliceosome",,,IMP,,J:240379 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,"alternative mRNA splicing, via spliceosome",,,ISO,Q92841 ,J:164563 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,"regulation of alternative mRNA splicing, via spliceosome",,,IDA,,J:238450 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q92841 ,J:164563 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:99526,Ddx19a,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a,8,,RNA splicing,,,IBA,PTN000619776 ,J:161428 
MGI:2148251,Ddx19b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b,8,,RNA splicing,,,IBA,PTN000619776 ,J:161428 
MGI:1858415,Ddx20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,3,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1858415,Ddx20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,3,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1858415,Ddx20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,3,,spliceosomal snRNP assembly,,,ISO,Q9UHI6 ,J:164563 
MGI:1860494,Ddx21,DEAD (Asp-Glu-Ala-Asp) box polypeptide 21,10,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1921601,Ddx23,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,15,,"RNA splicing, via transesterification reactions",,,IBA,PTN000619358 ,J:161428 
MGI:1353582,Ddx25,DEAD (Asp-Glu-Ala-Asp) box polypeptide 25,9,,RNA splicing,,,IBA,PTN000619776 ,J:161428 
MGI:2385884,Ddx27,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27,2,,rRNA processing,,,ISO,Q96GQ7 ,J:164563 
MGI:1915528,Ddx39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,8,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1915528,Ddx39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,8,,"mRNA splicing, via spliceosome",,,IBA,PTN000620148 ,J:161428 
MGI:1915528,Ddx39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,8,,"mRNA splicing, via spliceosome",,,ISO,O00148 ,J:164563 
MGI:1915528,Ddx39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,"mRNA splicing, via spliceosome",,,IBA,PTN000620148 ,J:161428 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,"mRNA splicing, via spliceosome",,,ISO,Q13838 ,J:164563 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,RNA splicing,,,ISO,Q13838 ,J:164563 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,spliceosomal complex assembly,,,ISO,Q13838 ,J:164563 
MGI:1920185,Ddx41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,13,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1920185,Ddx41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,13,,"mRNA splicing, via spliceosome",,,ISO,Q9UJV9 ,J:164563 
MGI:1920185,Ddx41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1920895,Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,13,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1920895,Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,13,,"mRNA splicing, via spliceosome",,,IBA,PTN000618950 ,J:161428 
MGI:1920895,Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1915005,Ddx47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1915005,Ddx47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,6,,RNA splicing,,,ISO,Q9H0S4 ,J:164563 
MGI:1915005,Ddx47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,6,,rRNA processing,,,IBA,PTN000618871 ,J:161428 
MGI:1915005,Ddx47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,6,,rRNA processing,,,ISO,Q9H0S4 ,J:164563 
MGI:1916913,Ddx51,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51,5,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1925644,Ddx52,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52,11,,rRNA processing,,,IBA,PTN000619239 ,J:161428 
MGI:1919240,Ddx54,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54,5,,RNA processing,,,ISO,Q8TDD1 ,J:164563 
MGI:1277172,Ddx56,DEAD (Asp-Glu-Ala-Asp) box polypeptide 56,11,,rRNA processing,,,IBA,PTN000618724 ,J:161428 
MGI:2151114,Dgcr8,"DGCR8, microprocessor complex subunit",16,,primary miRNA processing,,,ISO,Q8WYQ5 ,J:73065 
MGI:107854,Dgcr14,DiGeorge syndrome critical region gene 14,16,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:107854,Dgcr14,DiGeorge syndrome critical region gene 14,16,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1306823,Dhx8,DEAH (Asp-Glu-Ala-His) box polypeptide 8,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1306823,Dhx8,DEAH (Asp-Glu-Ala-His) box polypeptide 8,11,,"mRNA splicing, via spliceosome",,,IBA,PTN000433761 ,J:161428 
MGI:1306823,Dhx8,DEAH (Asp-Glu-Ala-His) box polypeptide 8,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:108177,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1,,"alternative mRNA splicing, via spliceosome",,,ISO,Q08211 ,J:164563 
MGI:108177,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:108177,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1,,regulation of mRNA processing,,,ISO,Q08211 ,J:164563 
MGI:108177,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:108177,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1099786,Dhx15,DEAH (Asp-Glu-Ala-His) box polypeptide 15,5,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1099786,Dhx15,DEAH (Asp-Glu-Ala-His) box polypeptide 15,5,,"mRNA splicing, via spliceosome",,,IBA,PTN000434138 ,J:161428 
MGI:1099786,Dhx15,DEAH (Asp-Glu-Ala-His) box polypeptide 15,5,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1916442,Dhx16,DEAH (Asp-Glu-Ala-His) box polypeptide 16,17,,"mRNA splicing, via spliceosome",,,IBA,PTN000434013 ,J:161428 
MGI:2145374,Dhx29,DEAH (Asp-Glu-Ala-His) box polypeptide 29,13,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:1920081,Dhx30,DEAH (Asp-Glu-Ala-His) box polypeptide 30,9,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:2141813,Dhx32,DEAH (Asp-Glu-Ala-His) box polypeptide 32,7,,"mRNA splicing, via spliceosome",,,IBA,PTN000434138 ,J:161428 
MGI:2445102,Dhx33,DEAH (Asp-Glu-Ala-His) box polypeptide 33,11,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:1918973,Dhx34,DEAH (Asp-Glu-Ala-His) box polypeptide 34,7,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:1918965,Dhx35,DEAH (Asp-Glu-Ala-His) box polypeptide 35,2,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:1919412,Dhx36,DEAH (Asp-Glu-Ala-His) box polypeptide 36,3,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:3028576,Dhx37,DEAH (Asp-Glu-Ala-His) box polypeptide 37,5,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:1927617,Dhx38,DEAH (Asp-Glu-Ala-His) box polypeptide 38,8,,"mRNA splicing, via spliceosome",,,IBA,PTN000433947 ,J:161428 
MGI:1927617,Dhx38,DEAH (Asp-Glu-Ala-His) box polypeptide 38,8,,"mRNA splicing, via spliceosome",,,ISO,Q92620 ,J:164563 
MGI:1914737,Dhx40,DEAH (Asp-Glu-Ala-His) box polypeptide 40,11,,"mRNA splicing, via spliceosome",,,IBA,PTN000433761 ,J:161428 
MGI:2147067,Dhx57,DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57,17,,RNA processing,,,IBA,PTN000433338 ,J:161428 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,conversion of ds siRNA to ss siRNA,,,ISO,Q9UPY3 ,J:164563 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,conversion of ds siRNA to ss siRNA involved in RNA interference,,,ISO,Q9UPY3 ,J:164563 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,pre-miRNA processing,happens in embryonic stem cell,,IDA,,J:152654 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,pre-miRNA processing,,,ISO,Q9UPY3 ,J:164563 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,production of miRNAs involved in gene silencing by miRNA,,,IMP,MGI:1926500 MGI:3622169 ,J:106792 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,production of miRNAs involved in gene silencing by miRNA,,,IMP,,J:160526 J:164021 J:203415 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,production of miRNAs involved in gene silencing by miRNA,happens in fibroblast,,IMP,MGI:3589209 ,J:100475 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,production of miRNAs involved in gene silencing by miRNA,,,IMP,MGI:3589287 ,J:96031 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,production of miRNAs involved in gene silencing by miRNA,,,ISO,Q9UPY3 ,J:164563 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,production of siRNA involved in RNA interference,,,IDA,,J:86391 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,production of siRNA involved in RNA interference,,,IMP,,J:203415 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,production of siRNA involved in RNA interference,,,ISO,Q9UPY3 ,J:164563 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,RNA processing,,,IDA,,J:86391 
MGI:2177178,Dicer1,"dicer 1, ribonuclease type III",12,,RNA processing,,,IMP,MGI:3589208 ,J:132315 
MGI:2138080,Diexf,digestive organ expansion factor homolog (zebrafish),1,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000309515 ,J:161428 
MGI:1913504,Dimt1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),13,,positive regulation of rRNA processing,,,ISO,Q9UNQ2 ,J:164563 
MGI:1913504,Dimt1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),13,,rRNA methylation,,,ISO,Q9UNQ2 ,J:164563 
MGI:1913504,Dimt1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),13,,rRNA modification,,,IEA,IPR020596 IPR020598 ,J:72247 
MGI:1913504,Dimt1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),13,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1913504,Dimt1,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),13,,rRNA processing,,,IEA,IPR011530 ,J:72247 
MGI:1919912,Dis3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",14,,rRNA processing,,,IBA,PTN000599170 ,J:161428 
MGI:2143272,Dis3l,DIS3 like exosome 3'-5' exoribonuclease,9,,rRNA processing,,,IBA,PTN000599170 ,J:161428 
MGI:2442555,Dis3l2,DIS3 like 3'-5' exoribonuclease 2,1,,rRNA processing,,,IBA,PTN000599170 ,J:161428 
MGI:1861727,Dkc1,"dyskeratosis congenita 1, dyskerin",X,,box H/ACA snoRNA 3'-end processing,,,IBA,PTN000565614 ,J:161428 
MGI:1861727,Dkc1,"dyskeratosis congenita 1, dyskerin",X,,RNA processing,,,IEA,IPR002501 IPR004802 ,J:72247 
MGI:1861727,Dkc1,"dyskeratosis congenita 1, dyskerin",X,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1861727,Dkc1,"dyskeratosis congenita 1, dyskerin",X,,rRNA pseudouridine synthesis,,,IMP,MGI:2446500 ,J:198728 
MGI:1861727,Dkc1,"dyskeratosis congenita 1, dyskerin",X,,rRNA pseudouridine synthesis,,,IMP,MGI:3849598 MGI:3849599 ,J:91485 
MGI:1861727,Dkc1,"dyskeratosis congenita 1, dyskerin",X,,snoRNA guided rRNA pseudouridine synthesis,,,ISO,RGD:621780 ,J:155856 
MGI:2136388,Dqx1,DEAQ RNA-dependent ATPase,6,,"mRNA splicing, via spliceosome",,,IBA,PTN000434138 ,J:161428 
MGI:1261425,Drosha,"drosha, ribonuclease type III",15,,pre-miRNA processing,happens in embryonic stem cell,,IDA,,J:152654 
MGI:1261425,Drosha,"drosha, ribonuclease type III",15,,primary miRNA processing,,,IBA,PTN000129454 ,J:161428 
MGI:1261425,Drosha,"drosha, ribonuclease type III",15,,primary miRNA processing,,,ISO,Q9NRR4 ,J:164563 
MGI:1261425,Drosha,"drosha, ribonuclease type III",15,,production of siRNA involved in RNA interference,,,IBA,PTN000129454 ,J:161428 
MGI:1261425,Drosha,"drosha, ribonuclease type III",15,,RNA processing,,,IEA,IPR000999 IPR036389 ,J:72247 
MGI:1915980,Dus1l,dihydrouridine synthase 1-like (S. cerevisiae),11,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1915980,Dus1l,dihydrouridine synthase 1-like (S. cerevisiae),11,,tRNA processing,,,IEA,IPR001269 IPR018517 ,J:72247 
MGI:1913619,Dus2,dihydrouridine synthase 2,8,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1913619,Dus2,dihydrouridine synthase 2,8,,tRNA processing,,,IEA,IPR001269 IPR018517 ,J:72247 
MGI:2147092,Dus3l,dihydrouridine synthase 3-like (S. cerevisiae),17,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:2147092,Dus3l,dihydrouridine synthase 3-like (S. cerevisiae),17,,tRNA processing,,,IEA,IPR001269 IPR018517 ,J:72247 
MGI:1919166,Dus4l,dihydrouridine synthase 4-like (S. cerevisiae),12,,tRNA processing,,,IEA,IPR001269 IPR018517 ,J:72247 
MGI:1919166,Dus4l,dihydrouridine synthase 4-like (S. cerevisiae),12,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:182960 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,RGD:2528 ,J:155856 
MGI:1916322,Ebna1bp2,EBNA1 binding protein 2,4,,rRNA processing,,,IBA,PTN000315113 ,J:161428 
MGI:1917851,Ecd,ecdysoneless cell cycle regulator,14,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1917851,Ecd,ecdysoneless cell cycle regulator,14,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1336880,Eftud2,elongation factor Tu GTP binding domain containing 2,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1336880,Eftud2,elongation factor Tu GTP binding domain containing 2,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:95294,Egfr,epidermal growth factor receptor,11,,positive regulation of production of miRNAs involved in gene silencing by miRNA,,,ISO,P00533 ,J:164563 
MGI:1923731,Eif4a3,eukaryotic translation initiation factor 4A3,11,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:140901 
MGI:1196288,Eif6,eukaryotic translation initiation factor 6,2,,maturation of 5.8S rRNA,,,IBA,PTN000082061 ,J:161428 
MGI:1196288,Eif6,eukaryotic translation initiation factor 6,2,,maturation of LSU-rRNA,,,IBA,PTN000082061 ,J:161428 
MGI:1890495,Elac1,elaC ribonuclease Z 1,18,,tRNA 3'-trailer cleavage,,,IEA,IPR013471 ,J:72247 
MGI:1890495,Elac1,elaC ribonuclease Z 1,18,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1890496,Elac2,elaC ribonuclease Z 2,11,,"mitochondrial tRNA 3'-trailer cleavage, endonucleolytic",,,IBA,PTN000284963 ,J:161428 
MGI:1890496,Elac2,elaC ribonuclease Z 2,11,,"mitochondrial tRNA 3'-trailer cleavage, endonucleolytic",,,ISO,Q9BQ52 ,J:164563 
MGI:1890496,Elac2,elaC ribonuclease Z 2,11,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1890496,Elac2,elaC ribonuclease Z 2,11,,tRNA processing,,,IEA,IPR027794 ,J:72247 
MGI:1925016,Elp4,elongator acetyltransferase complex subunit 4,2,,tRNA wobble uridine modification,,,IEA,IPR008728 ,J:72247 
MGI:1859017,Elp5,elongator acetyltransferase complex subunit 5,11,,tRNA wobble uridine modification,,,IEA,IPR019519 ,J:72247 
